1,16
2,23
3,30
4,37
5,44
6,51
7,58
8,65
9,72
10,79
11,86
12,93
13,100
14,107
15,114
16,121
17,128
18,135
19,142
20,149
21,156
22,163
23,170
24,177
25,184
26,191
27,198
28,205
29,212
30,219
