5.0,7.0,0.00500514686678052,0.33721594400024774,0.011604015086770088,0.009155236764595901,0.14783255641947649,0.33482708342046485,0.02285453634038015,0.029246753030151066,0.21540531205761446,-150000,0.03,3,6
7.0,3.0,0.04451528463759254,0.07601821353802986,0.035171037958028104,0.023778716106520718,0.4234304730498562,0.07591821353802986,0.013914567008819545,0.04103350559039915,0.4844481721025048,-150000,0.03,3,6
4.0,7.0,0.044437511853321725,0.899876330328655,0.008826989511640007,0.006757465245479707,0.135674510477781,0.8354539532236483,0.009425607522487254,0.02394984312522735,0.47936586977374596,-150000,0.03,3,6
6.0,7.0,0.019198203395272836,0.7021758812975045,0.042558155235381784,0.0058229724804886316,0.5651067930592759,0.7020758812975045,0.038667454447092776,0.017619979642898236,0.3967468709412294,-150000,0.03,3,6
2.0,5.0,0.045886797639189306,0.3289334409549955,0.017949890236385695,0.010851285745322497,0.024331548824019833,0.3288334409549955,0.014523265220002659,0.016949599671750182,0.25087084804736576,-150000,0.03,3,6
1.0,6.0,0.011602785870761457,0.6098402600581201,0.036489126200941906,0.009605049297252165,0.31640143098648055,0.6097402600581201,0.02363806712871062,0.007247905652573923,0.27258923889860065,-150000,0.03,3,6
7.0,6.0,0.0475067640195866,0.6072272884768933,0.04565308618795476,0.01118636168658069,0.11306449696556133,0.6071272884768933,0.022895457664349014,0.012440938870261976,0.4644792043940566,-150000,0.03,3,6
4.0,8.0,0.037669909340770316,0.8891407866455193,0.033065249317502404,0.03879240953123018,0.2681847730636035,0.2637322182591245,0.04531487981882301,0.024264103544208274,0.48277162310270894,-150000,0.03,3,6
7.0,7.0,0.010163568782901884,0.9520147957717177,0.025246046006597328,0.031027532647420933,0.3120212340433481,0.23280536142844604,0.045652078425301425,0.030815576900252866,0.011406460245267896,-150000,0.03,3,6
7.0,4.0,0.02871761460159242,0.8916449943452358,0.021077139200112494,0.04588408179139097,0.471286485685934,0.024871968275762907,0.046824675518469264,0.03609036128826158,0.49868819672122544,-150000,0.03,3,6
3.0,2.0,0.04696679583667236,0.7119772534154052,0.007970007772492812,0.038995837367110986,0.5678683794613223,0.7118772534154052,0.03701861413828123,0.010592193288747411,0.01974126558149984,-150000,0.03,3,6
1.0,1.0,0.016079498042137066,0.8670265512487436,0.02924739789537438,0.029876989040859468,0.6331028603461082,0.12672291621271647,0.01756326555550128,0.03135916721562296,0.48510191667664054,-150000,0.03,3,6
6.0,1.0,0.04102847027062774,0.2713255601489694,0.041319733802845066,0.022453728982887732,0.6490209723739773,0.2712255601489694,0.030030810529568852,0.011140485154730827,0.03935966786098371,-150000,0.03,3,6
2.0,1.0,0.009837235809774181,0.26442387167746195,0.03708450411722045,0.030187264192436412,0.019291425317745733,0.07765582290811757,0.04852743485001224,0.0305645207863974,0.10961368498388532,-150000,0.03,3,6
3.0,8.0,0.013794326649919347,0.6022909809095949,0.048650899508974055,0.04310729606705159,0.18748734176921378,0.4741435314126061,0.03289800732716209,0.04230414047975804,0.08682778337658129,-150000,0.03,3,6
1.0,2.0,0.026885529992166434,0.6260129885706639,0.030598314668891666,0.019281308419497236,0.7415759542652122,0.5549605060910491,0.02210635276805977,0.029792669860305362,0.37521387114418603,-150000,0.03,3,6
