1,30
2,48
3,66
4,84
5,102
6,120
7,138
8,156
9,174
10,192
11,210
12,228
13,246
14,264
15,282
16,300
17,318
18,336
19,354
20,372
21,390
22,408
23,426
24,444
25,462
26,480
27,498
28,516
29,534
30,552
31,570
32,588
33,606
34,624
35,642
36,660
37,678
38,696
39,714
40,732
41,750
42,768
43,786
44,804
45,822
46,840
47,858
48,876
49,894
50,912
